,author_id,title,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,companyName,scraped_site
10,ReviewRow-732,Who runs this company?,"I'm on day 16 and still no package from Lasership. My items sat in a warehouse one state over for 9 days. Now it's been sitting in a warehouse 20 miles from my home for 2 days. I emailed their customer service team and received a canned response that they can't help me and they are looking into it.

Pandemic or not, it is not acceptable to wait over two weeks for a package. Sadly, I will no longer order from the specific retailer, as I do not want to deal with Lasership again.","December 18th, 2020",1,12,audrey h.,1.0,2021-05-30 11:04:56.448267,2021-05-30 11:05:00.701599,LaserShip,Sitejabber
11,ReviewRow-900,Horrible service,"My package says delivered at 3:02 pm, I never saw anything on the ring doorbell, and also checked outside at 3:50pm(no package). My package was brought to me at 5:00 pm from a neighbor torn open. Y neighbor advised all the item were scattered outside. So unhappy with this delivery service. I work from home and in the living room 8-5 mon-fri, never received a knock at the door.","March 15th, 2021",1,3,Amber J.,1.0,2021-05-30 11:05:00.701599,2021-05-30 11:05:03.948510,LaserShip,Sitejabber
12,ReviewRow-436,"Please Amazon, separate your ties with service!","8 out of 10 times, if shipped from this company my package will not arrive on the first day it is scheduled for. And even more likely, not the day after that either! Seriously, just give me a realistic date if you can't fulfill your job duties. I'd rather know it will be late and plan on that rather than wait each day for nothing. Add to that the famous, ""delivery attempt made,"" when no one even came near my building. The customer service is horrible as well. As I write, I've been on hold for 47 minutes.","July 24th, 2020",1,40,George S.,1.0,2021-05-30 11:05:03.948510,2021-05-30 11:05:07.194916,LaserShip,Sitejabber
13,ReviewRow-383,Horrible experience,"May 2020, the worst delivery company on the planet. Worst customer service experience I've ever had in my life. I've been waiting four days for a package that the delivery guy has been saying he's made several attempts (NOT TRUE) but for some reason he's never showed up! My house has cameras all around it so if he would've showed up I would've known. Their drivers lie,. Now it's saying my package was delivered also (NOT TRUE) avoid this company!","May 7th, 2020",1,45,DiLisa H.,1.0,2021-05-30 11:05:07.194916,2021-05-30 11:05:11.411135,LaserShip,Sitejabber
14,ReviewRow-990,Victoria from the Customer Service Team 9pm EST,"The world needs more sweet & patient people like Victoria! My package was delivered to a non-existent address & is still MIA at this moment. But Victoria was so friendly & seemed to genuinely want to help me figure my situation out. Before her I had called Free People who essentially told me ""Sorry, not our problem, you have to call the carrier."" To go from that conversation to her was truly night to day - even after being on hold for 25 minutes > :) Give Victoria a big raise & protect her at all costs!","May 18th, 2021",0,0,Hannah T.,5.0,2021-05-30 11:05:11.411135,2021-05-30 11:05:14.615949,LaserShip,Sitejabber
15,ReviewRow-344,HORRIBLE SERVICE and THIEVES,"They said they delivered a package to me on a SUNDAY, 3 minutes after the shipment progress says it was loaded on the truck. Funny thing is that my RING camera shows no evidence of a delivery on Sunday or any other day from this piss poor company. They stole my package, and I hope ZARA never uses this company again! I will have my orders shipped to the store. **NEWSFLASH** you guys SUCK and can kick rocks!","February 5th, 2020",1,46,Diane S.,1.0,2021-05-30 11:05:14.615949,2021-05-30 11:05:17.843544,LaserShip,Sitejabber
16,ReviewRow-509,Fashion Nova stop using this company,"I ordered from Fashion Nova 3 weeks ago still don't have my package. Laser Shipping claimed they attempted to deliver it on 9/17 they didn't because I was home all day, and have they have not attempted to deliver it again like other good shipping companies like FedEx or UPS, I really want to know where my package is, I'm so disappointed never had an experience like this with Fashion Nova before, I just want my clothes or my money back at this point. Laser Shipping are liars and they need to stop using this company.","September 26th, 2020",1,27,Jatuan B.,1.0,2021-05-30 11:05:17.843544,2021-05-30 11:05:20.088609,LaserShip,Sitejabber
17,ReviewRow-487,Warning: Do not order from a Seller that uses Lasership,"If you order from a seller that uses Lasership you will have nothing but problems. Horrible. I thought my seller was sending USPS per their website but instead I find it was Lasership. The status system is all messed up, the package never arrived and when I finally got hold of a customer service rep on the phone (don't bother using their email customer service) they said 'the package is lost, contact your seller'! What?! That's a terrible response. Never again, I'm surprised this carrier isn't out of business.","September 1st, 2020",1,23,D S.,1.0,2021-05-30 11:05:20.088609,2021-05-30 11:05:23.284846,LaserShip,Sitejabber
18,ReviewRow-617,Lasership sucks,"Lasership sucks ass. The customer service rep lied to me telling me my package would get delivered sometime tonight when their distribution center, warehouse is closed at 5pm. I told her when the distribution center hours were. They had my package for three days saying out for delivery but nothing has been delivered. I can't believe Nike would use this trash ass company to deliver a pair of Jordan shoes. You don't ship a quality product with a $#*! face company.","November 19th, 2020",1,9,James J.,1.0,2021-05-30 11:05:23.284846,2021-05-30 11:05:26.548412,LaserShip,Sitejabber
19,ReviewRow-832,They $#*!ing suck!,"I'm over laser ship and their customer service. I never received my package They claim to had delivered I have the ring and that day nothing came and the site that uses this trashy service is expensive (fashion nova) and they don't do refund or new shipment when things go missing as long as it says delivered its $#*! what you saying they are working together if u ask me. Smfh I'm over it! And the dumb ass investigating they do!
Service:1
Value:1
Shipping:1
Returns:1","February 1st, 2021",1,5,YOLANDA G.,1.0,2021-05-30 11:05:26.548412,2021-05-30 11:05:29.889740,LaserShip,Sitejabber
20,ReviewRow-434,Bad delivery Company!,"Got a message via Walmart that my package has been delivered to my front door. Go outside to check and it's nowhere to be found. Had to go through the trouble of contacting Walmart for them to reship my stuff, but they could only reship some items. So, I then tried to get in touch with LaserShip customer support and they never contacted me back. Found out that they delivered my package to the wrong address. Terrible delivery company!","July 21st, 2020",2,15,Shannon A.,1.0,2021-05-30 11:05:29.889740,2021-05-30 11:05:34.113520,LaserShip,Sitejabber
21,ReviewRow-964,Fast delivery,"My packages always come before the original date. Sometimes I don't know it's coming early. It's just sitting on my porch. Most times ""shop"" let's me know when it's coming and that it has been delivered. Only thing they need to work on is communication. Overall, they're great!
Service:4
Value:4
Shipping:4
Quality:4","May 2nd, 2021",1,0,Pamela W.,4.0,2021-05-30 11:05:34.113520,2021-05-30 11:05:36.485201,LaserShip,Sitejabber
22,ReviewRow-733,Falsified Delivery Info,"This company marked my package as delivered and when I called Customer Service they said that they know that the package was not delivered because it is just sitting at a local facility and there's nothing more that they can do. No investigation, no consequences. My package was definitely stolen by an employee or driver and now I have to try to get a refund for my item. I cannot believe this company is allowed to operate this way.","December 18th, 2020",1,8,Kristin U.,1.0,2021-05-30 11:05:36.485201,2021-05-30 11:05:39.688727,LaserShip,Sitejabber
23,ReviewRow-331,Horrible Company!,"I order a weekly meal delivery service through Freshly. For two weeks in a row, my package was marked as delivered, but lo and behold, there was no package at my front door! I cannot understand why a meal delivery service would use these crooks. These meals are safe to eat as long as they are refrigerated within twelve hours after delivery, otherwise, the food is spoiled. I hope whoever stole my meals got a nasty case of food poisoning!","January 10th, 2020",1,24,Mellissa D.,1.0,2021-05-30 11:05:39.688727,2021-05-30 11:05:43.875472,LaserShip,Sitejabber
24,ReviewRow-363,Worst shipping company I have ever dealt with,"Whenever Amazon uses these guys (DC metro area), they tag the package as ""delivered"" at LEAST a half hour before it is anywhere near your house. They then knock by throwing your package at the door and take off before you answer, even if the lights are on. This happens EVERY time they have made an Amazon delivery for me. Never EVER hire these guys to ship anything. They are horrible.","April 1st, 2020",1,23,jim s.,1.0,2021-05-30 11:05:43.875472,2021-05-30 11:05:48.075173,LaserShip,Sitejabber
25,ReviewRow-494,"""Delivery Attempted. Business was closed""","For the 2nd day in a row LaserShip has ""attempted delivery"" to my office where I work but I never once saw them even drive anywhere close to the entrance. The last time they delivered here they put the package by a fire escape door that looks like it hasn't been used been used in 50 years because its a non-functioning door complete with a chain blocking the fire escape stairs so no idiot will attempt to climb the rusted and broken down stairs to get up there. They are the most incompetent drivers I've ever met.","September 9th, 2020",1,9,Pamela B.,1.0,2021-05-30 11:05:52.199282,2021-05-30 11:05:54.468480,LaserShip,Sitejabber
26,ReviewRow-824,Not Happy,"I ordered from Ulta, my package was supposedly delivered to my front door. We have security cameras, we work from home and have two dogs that like to bark when someone steps onto the porch. No one came to our house the day they claim the package was delivered. I reached out to customer service to see if they could track where the package was left. Their response was to contact the seller. I will never order from Ulta again nor from anyone who uses Laser Ship. I hope whoever has my $45 eyeshadow pallete enjoys it, Merry Christmas, you punk.","January 25th, 2021",1,4,K S.,1.0,2021-05-30 11:05:54.468480,2021-05-30 11:05:56.768076,LaserShip,Sitejabber
27,ReviewRow-590,Horrible Driver,I had to Fashion Nova boxes delivered to a complete wrong address. My package had the complete correct Address which was read back to me. They tried to contact the driver to go back. And the bastard would not answer. Trenton NJ address a whole apartment complex they go to a home. So I'm screwed for my birthday. Not a good tome of the year either to loose people's packages.,"November 6th, 2020",1,3,Karen D.,1.0,2021-05-30 11:05:56.768076,2021-05-30 11:05:59.005069,LaserShip,Sitejabber
28,ReviewRow-652,Terrible Terrible Experience,"I never received my Amazon order on one shipment even though Lasership said they ""delivered"" them. And another shipment came damaged. This is a terrible terrible company. Absolutely horrible. I had to ask Amazon for refund.","December 2nd, 2020",1,2,Lily M.,1.0,2021-05-30 11:05:59.005069,2021-05-30 11:06:03.212194,LaserShip,Sitejabber
29,ReviewRow-962,Worst Shipping Company Ever,This is my second bad experience with Lasership. The workers are stealing packages. 5 days since my package has been Stagnant. It should've been delivered to me on the 26th. I contacted them and I was told they are unable to confirm my package contact seller. What an inconvenience! This company needs to be shut down or ran by better employees. There must be consequences!,"April 28th, 2021",1,0,Gabrielle C.,1.0,2021-05-30 11:06:03.212194,2021-05-30 11:06:07.442073,LaserShip,Sitejabber
30,ReviewRow-873,The worth delivery service ever!,"Awful, just plain awful.
According to their system it took them 1 minute to deliver my package and leave it at my front door. 11:59AM – loaded onto vehicle, 12:00PM – Out for delivery, 12:01 your package has been delivered (left at from Door).
One minute! They must be super humans. However, according to my camera recording, no package was delivered that day at all. When I called them, they didn't know what happened to my package and they still insisted that it was delivered. Very disappointed!
Service:1
Value:1
Shipping:1
Returns:1","February 25th, 2021",1,0,Ella U.,1.0,2021-05-30 11:06:07.442073,2021-05-30 11:06:11.817326,LaserShip,Sitejabber
31,ReviewRow-658,Horrible. Incompetent. Bad.,"Why amazon uses Lasership delivery baffles me to this day. They don't notify you when they've come to deliver, I am always home and I have had packages lost stolen and never arrive because I get no notification of a delivery. The delivery people are also rude and never deliver to my apartment door. I can't tell if they are stealing the package for themselves or never bother showing up. It's ridiculous and if I lose one more package I will cancel amazon prime.","December 3rd, 2020",2,8,C J.,1.0,2021-05-30 11:06:11.817326,2021-05-30 11:06:15.013215,LaserShip,Sitejabber
32,ReviewRow-450,Lost package,"Please please never use this company service is terrible customer service is so horrible my package was lost after saying it was on the truck it was on the way I Believe these people are stealing it's to many of the same complaints, called they local number in Baltimore they are truly so ghetto left several messages with manager know response so 2 days before my shower I'm left without my outfitt please try to avoid these scammers!","August 4th, 2020",1,10,Lauretta B.,1.0,2021-05-30 11:06:15.013215,2021-05-30 11:06:17.242387,LaserShip,Sitejabber
33,ReviewRow-954,Fast Shipping and Great Care Taken,"This is my first experience with LaserShip, and I had never heard of them. I ordered some glass bottles of coffee syrup from a major brand. These shipped on Tuesday out of New Jersey and arrived around lunch on Thursday in North Georgia, in perfect condition (they were also packaged well). The package was left at my front door (as most others are, which I prefer). I saw so many bad ratings, I thought it only fair to share my personal experience.","April 22nd, 2021",1,1,Pamela C.,5.0,2021-05-30 11:06:17.242387,2021-05-30 11:06:21.521548,LaserShip,Sitejabber
34,ReviewRow-999,Worst!,"Two packages from two retailers sent Lasership... month later. No packages, still ‘in transit', sent to wrong sorting facility, one says I can ‘pick it up'. Zero customer service. Total nightmare. Trying to get my money back from retailers now. Zero stars. Shouldn't even be in business or be permitted to ‘deliver' since they do not deliver items. If you order something and Lasership is used just plan on getting a tracking number but NO product.","May 24th, 2021",1,1,SJ M.,1.0,2021-05-30 11:06:21.521548,2021-05-30 11:06:25.845659,LaserShip,Sitejabber
35,ReviewRow-942,They misdeliver 95% of all my packages and don't give a F,"I have had 4 packages in the last month that were mis-delivered. These retailers are losing money by having to resend product. I have submitted claims and reports and I get NOTHING back. I am currently on hold with them now trying to ensure that a package scheduled for delivery tomorrow gets to me. Call volume and wait time is HIGH dude to an influx of calls... makes sense, They suck.","April 14th, 2021",1,0,gabi f.,1.0,2021-05-30 11:06:25.845659,2021-05-30 11:06:28.064096,LaserShip,Sitejabber
36,ReviewRow-806,Worst shipping company ever,"My Old Navy package has not been delivered, as their driver lied that a ""locked gate"" prevented him from leaving the package (a total lie). I have now wasted hours on the phone, trying to talk to the worst, rudest customer service representatives I have ever experienced, who have been refusing to let me talk to a supervisor. Old Navy has not been helpful in resolving this either. As of this writing, the fate of my shipment remains unknown.
Service:1
Value:1
Shipping:1
Returns:1","January 12th, 2021",1,0,Irina D.,1.0,2021-05-30 11:06:28.064096,2021-05-30 11:06:32.402295,LaserShip,Sitejabber
37,ReviewRow-859,Useless company,"Would not have, and won't anymore, ordered from Walmart if I knew they were using this company. It doesn't take a person with much intelligence to read reviews and see this company sucks. So for companies like walmart and amazon to use them just shows what they think of us as costumers. Any way 1 week past due and counting, they lie about why it wasn't delivered each day and you get nowhere when you inquire as to why. Hope they go bankrupt very soon. The screen shot is the latest delay due to inclement weather, the last snow we've had was 5 inches 5 days ago
Service:1
Value:1
Shipping:1
Returns:1","February 20th, 2021",1,1,Dave Y.,1.0,2021-05-30 11:06:32.402295,2021-05-30 11:06:35.718256,LaserShip,Sitejabber
38,ReviewRow-970,"Horrible, thieves worst company ever!",The delivery person took a picture of the package on the floor in the hallway of my apartment that's doesn't show the apartment number at. I live in a complex so all the hallway look the same. Came out to retrieve and my package and there was nothing. The driver took a picture of the package in the hallway and then took the package back for their own personal use. Contacted lasership they did nothing the worst delivery company ever!,"May 3rd, 2021",1,0,Shree O.,1.0,2021-05-30 11:06:35.718256,2021-05-30 11:06:37.939505,LaserShip,Sitejabber
39,ReviewRow-378,Just ghetto horriblwy,Apparently tracking timestamps defy reality. Package was delayed for 5 days without notification. Called everyday and assured was going out for delivery the next day. Received notification that package was delivered at 1:02 pm while I was on my my front door the whole time. Yes. It was a lie. I will cancel any order on Amazon that has a lasership tracking number.,"May 1st, 2020",1,13,Jose D.,1.0,2021-05-30 11:06:37.939505,2021-05-30 11:06:41.157574,LaserShip,Sitejabber
40,ReviewRow-750,Good service,"I have never had a product shipped through this company until this holiday season. I got very nervous when I looked up reviews and saw all of the ones where people had not received their packages. I have now had four successful deliveries through this company (from the Harrisburg PA location). It's upsetting to see so many others that have issues, but my experience has been great.","January 19th, 2021",1,1,Krystal M.,5.0,2021-05-30 11:06:41.157574,2021-05-30 11:06:44.369402,LaserShip,Sitejabber
41,ReviewRow-791,STILL WAITING ON MY PACKAGE,"This is the worst delivery service ever they need to find other employment. I have been waiting several weeks for a pair on pants to come. It keeps saying delayed. Now they are lying and saying they tried to deliver it twice. I have been home both days nothing stopping them from leaving it on the porch, no gate. They lie and never deliver! DON'T use this service if you really want to get a package to them.","January 6th, 2021",1,0,Melanie M.,1.0,2021-05-30 11:06:44.369402,2021-05-30 11:06:48.595589,LaserShip,Sitejabber
42,ReviewRow-808,Never delivers my packages,"I love to shop from Amazon, but hate when I see packages are being delivered by Lasership. Those packages never arrive and it is like a second job trying to get reimbursed. Lasership customer service is the worst... they NEVER follow up. Just useless.
Service:1
Value:1
Shipping:1
Returns:1","January 13th, 2021",1,0,Sharon K.,1.0,2021-05-30 11:06:48.595589,2021-05-30 11:06:52.955548,LaserShip,Sitejabber
43,ReviewRow-495,Zero stars if I could,"I ordered something from old Navy and to my chagrin I saw they shipped it with lasership. The estimated delivery date was September 8th and it was marked as delivered to my front door on that day at 6:19 p.m. I looked everywhere around my house, at every door, near the garage, under the cars. No package. No package today either September 9th. I opened a ticket with lasership and all I got was an automated email reply. Old navy wants me to wait 3 days before I contact them. Lasership is hot garbage.","September 9th, 2020",1,13,S C.,1.0,2021-05-30 11:06:52.955548,2021-05-30 11:06:55.200169,LaserShip,Sitejabber
44,ReviewRow-763,HORRIBLE COMPANY BEWARE,"Lasership has had my package since 12/8. I have sent 4 emails, spoke to customer service twice. They supposedly sent emails to the facility as well. Never got a response. Customer Service suggested I pick it up. Great, give me the address and phone number. He said he can't do that. They will contact me. I found the address myself. There is no one at the address and no one answers the phone. Still have not heard anything--- DON""T USE THIS BUSINESS.","December 23rd, 2020",1,1,Sheri L.,1.0,2021-05-30 11:06:55.200169,2021-05-30 11:06:58.453637,LaserShip,Sitejabber
45,ReviewRow-841,I would give 0 stars.,"I ordered a package from Ulta totaling almost $400. I never received the package. The status kept showing as in route until magically on 12/24/2020 it showed it had delivered on 12/15 (which it did not). I have cameras on my front door to show no one came, but no one will respond to me. I disputed the charges but Lasership provided some documentation to show they delivered although they won't provide any to me.","February 8th, 2021",1,2,karen s.,1.0,2021-05-30 11:06:58.453637,2021-05-30 11:07:00.773388,LaserShip,Sitejabber
46,ReviewRow-995,Not even worth a 1 star,"I have ordered things from old navy and anthropologie. BOTH packages never were delivered. There was absolutely no reason for them to have any difficulty delivering these packages. In addition, Im pretty sure the customer service line is a fake number because NO ONE ever answers. I have called about 10 different times and been on hold for hours an no one ever picks up. I dont know why any company is using this shipping company. I will never order online from the above companies because they use this shipping company. It's awful!
Service:1
Value:1
Shipping:1
Returns:1","May 20th, 2021",1,0,Mallori H.,1.0,2021-05-30 11:07:00.773388,2021-05-30 11:07:04.125760,LaserShip,Sitejabber
47,ReviewRow-537,Most Atrocious,The service they provide is the most atrocious service I have ever received and now refuse to purchase anything online that is shipped from them or upgrade to premium delivery to keep my blood pressure down. I can't believe this is the service provided in the year 2020. However I will no longer be a victim of this extremely sub-par service. They'll eventually lose the contracts once the retailers receive enough complaints and lose enough money.,"October 14th, 2020",1,4,Tonice G.,1.0,2021-05-30 11:07:04.125760,2021-05-30 11:07:08.334204,LaserShip,Sitejabber
48,ReviewRow-527,Horrible,"Worst shipping company ever. They must charge companies like Walmart next to nothing to deliver packages otherwise I cannot figure why retail uses Lasership. Stull waiting for an important package that was supposed to deliver next day over 5 days ago. Lasership damaged the firat order and I never received it as they returned it to Walmart. My second order seems to be permanently ""delayed"". I hope Lasership goes out of business because they are trash.","October 10th, 2020",2,5,Rebecca F.,1.0,2021-05-30 11:07:08.334204,2021-05-30 11:07:10.561023,LaserShip,Sitejabber
49,ReviewRow-917,Stolen package,"I had a $300 package from fashion nova and the delivery driver lied and said someone signed off of on it using the name ""Day Day"" which they never even came to my house.
Service:1
Value:1
Shipping:1
Returns:1","March 31st, 2021",1,0,Celess W.,1.0,2021-05-30 11:07:10.561023,2021-05-30 11:07:12.924557,LaserShip,Sitejabber
50,ReviewRow-922,Great,"A lot of reviews complain about crappy service and theft, I ordered clothes from REI, they came a day early
Service:5
Value:4
Shipping:5
Quality:4","April 2nd, 2021",2,1,Oliver D.,5.0,2021-05-30 11:07:17.044205,2021-05-30 11:07:21.623470,LaserShip,Sitejabber
51,ReviewRow-499,Still dont have my packages,"Anytime Walmart uses Lasership, my packages NEVER arrive on time. 2 day delivery is now on day 5 and I still dont have my packages. Although there is FINALLY an update on their tracking page saying they attempted to deliver at 9:15 but were unable. We have literally been here all day. It's a shame that Walmart hasnt broken this contract. I will keep my further online purchases limited to Amazon whenever possible.","September 10th, 2020",1,6,Melissa B.,1.0,2021-05-30 11:07:21.623470,2021-05-30 11:07:25.871839,LaserShip,Sitejabber
52,ReviewRow-381,Most incompetent delivery company ever!,"This company has had my package in limbo for days now. Their level of incompetence, laziness and unprofessionalism is mindboggling. Customer service has done absolutely nothing for me. Horrible, horrible service. This company should not be in business. Someone needs to shut them down. It looks like they have been doing this for years now. How can they still be around?","May 5th, 2020",1,12,SUNEIDY F.,1.0,2021-05-30 11:07:25.871839,2021-05-30 11:07:30.297243,LaserShip,Sitejabber
53,ReviewRow-676,I'm surprised they have one star,This is the third pair of shoes that someone at laser ship has stolen. It's hard enough for a pimp to get by but man this is messed up,"December 7th, 2020",1,0,David H.,1.0,2021-05-30 11:07:30.297243,2021-05-30 11:07:32.516361,LaserShip,Sitejabber
54,ReviewRow-645,Replacement Package Misdelivered to a Completely Different Wrong House LOL,"I don't know what I can do besides laugh. They screwed up the other day and delivered a package to the wrong house. No idea where the house is because it is nowhere near me. Well, Bath & Body Works shipped me a replacement order, which was just delivered to yet another, completely different house LOL. Going to try to contact Bath & Body Works and ask how they can spend so much money replacing orders lost by Lasership...","November 30th, 2020",1,3,Brett M.,1.0,2021-05-30 11:07:32.516361,2021-05-30 11:07:36.762577,LaserShip,Sitejabber
55,ReviewRow-938,I can't believe I had no issues scared when I read all the reviews never heard of lasership before,"Well I had a order with Nike from the Nike app. I ordered a pair of mismatched Jordan 1 low se on March 31,2021. Well my order was preparing shipment until April 8,2021. And estimated delivery was April 12,2021. Somehow my package is given to lasership and my heart dropped I was scared but I had no issues at all and carrier came to door took pic and knocked on door. I guess I got lucky someone actually cares about what they do. My shoes got here at 10:00am April 12,2021 today","April 13th, 2021",1,0,E S.,5.0,2021-05-30 11:07:36.762577,2021-05-30 11:07:39.990591,LaserShip,Sitejabber
56,ReviewRow-646,Delivery,"Horrible Horrible delivery. I live in an apartment and I don't expect things to get delivered to my door because I live on the third floor. There are mailboxes in the building and you don't have to get buzzed in to go inside the apartment because the environment is pretty safe. They decided when it was snowing outside to leave it outside of the apartment building on the sidewalk where anyone could have ran off with my $#*!. Not to be a bit hostile, but this is the worst customer service experience! I would not recommend and if you see that they are delivering please be weary.","November 30th, 2020",1,0,Donna J.,1.0,2021-05-30 11:07:39.990591,2021-05-30 11:07:42.193547,LaserShip,Sitejabber
57,ReviewRow-985,Horrible company!,"I placed an online order with fashion nova on May 5th and received a text from Lasership May 11th saying my package was delivered. I was sitting on my front porch when I received the message, no package was ever delivered to my home. I decided to google Lasership and all the reviews are terrible and 80% of the reviews are regarding stolen packages! I contacted Lasership customer service and they were no help at all and extremely RUDE! I have contacted the BBB and filed a complaint as well.","May 13th, 2021",1,0,Brandi B.,1.0,2021-05-30 11:07:42.193547,2021-05-30 11:07:45.392371,LaserShip,Sitejabber
58,ReviewRow-980,Lasership rude double-talked not delivering package and hung up phone!,"A parcel that was supposed to be delivered on a Saturday, sitting in its final hub since that morning at 1am, never made to my home. I literally could have hopped on local transport and picked it up in a few minutes. I called them Sunday, and their wildly rude agent gave some gibberish on how ""no driver was assigned yet"" to my package. The merchant that hired them, Reebok, contacted them on my behalf, who gave Reebok the same double-talking contradiction. The Reebok rep, a supervisor, politely and embarrasingly apologized, offering a partial refund for this common inconvenience with Lasership customers. I requested Reebok to make a note on my account never to use their crappy ""delivery"" service again. In short, LASERSHIP SUCKS BIG TIME.
Service:1
Value:1
Shipping:1
Returns:1","May 9th, 2021",1,0,Al C.,1.0,2021-05-30 11:07:45.392371,2021-05-30 11:07:47.764491,LaserShip,Sitejabber
