,author_id,title,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,companyName,scraped_site
21,ReviewRow-548,FedEx in disarray,"If you care about a timely delivery of your package, avoid FedEx. Their customer service representatives have no idea how to help when there is a problem. My package is currently on an extended vacation in California, even though it was being shipped from one east coast location to another. It seems that FedEx should stop accepting new packages for shipment until they get the backlog of packages from customers who have paid money and received nothing in return taken care of. This company is clearly in crisis mode.","September 1st, 2020",1,8,Alan P.,1.0,2021-05-30 09:43:22.079482,2021-05-30 09:43:24.313461,FedEx,Sitejabber
22,ReviewRow-250,Get it together in the northeast!,"I live in rural northern New York. FedEx sucks up here! My packages NEVER are here/delivered when the tracking says. Add 3-5days when it says it ""out for delivery"" then you'll get your stuff unless they deliver it 2 doors down from you which is not unusual. UPS & USPS ALWAYS get it here on time. Not sure what's FedEx's deal in the northeast but they need to figure it out!
Here we go again! My package was out for delivery this morning & now it's delayed! How does that happen? We've barely had any snow! UPS & USPS gets here no problem!","February 28th, 2020",1,11,Ranelle L.,1.0,2021-05-30 09:43:24.313461,2021-05-30 09:43:27.531591,FedEx,Sitejabber
23,ReviewRow-716,Change from FedEx to FedUp.,I have received 2 packages from Amazon and am still waiting after 2 delivery changes. There's no excuse why an item should sit for 4 days. I think there OverFed!,"February 28th, 2021",1,3,Home B.,1.0,2021-05-30 09:43:27.531591,2021-05-30 09:43:31.773655,FedEx,Sitejabber
24,ReviewRow-318,DO NOT PAY TO OVERNIGHT WITH FEDEX.,"I paid to have a package overnighted from Phoenix AZ to Montana.
They have a hub in California however instead of my package going there, they chose to route it through Tennessee. 1500 MILES AWAY.
After calling fedex SEVERAL times and getting NOWHERE, the package that I PAID EXTRA to have here overnight is STILL on a truck and will not be delivered ON TIME.
DO NOT USE FEDEX FOR ANY SHIPPING.
THE US POST OFFICE WOULD HAVE BEEN FASTER WITH REGULAR DELIVERY AT NO CHARGE.
WHAT A JOKE.","July 1st, 2020",1,5,Mindy B.,1.0,2021-05-30 09:43:31.773655,2021-05-30 09:43:35.002650,FedEx,Sitejabber
25,ReviewRow-318,DO NOT PAY TO OVERNIGHT WITH FEDEX.,"I paid to have a package overnighted from Phoenix AZ to Montana.
They have a hub in California however instead of my package going there, they chose to route it through Tennessee. 1500 MILES AWAY.
After calling fedex SEVERAL times and getting NOWHERE, the package that I PAID EXTRA to have here overnight is STILL on a truck and will not be delivered ON TIME.
DO NOT USE FEDEX FOR ANY SHIPPING.
THE US POST OFFICE WOULD HAVE BEEN FASTER WITH REGULAR DELIVERY AT NO CHARGE.
WHAT A JOKE.","July 1st, 2020",1,5,Mindy B.,1.0,2021-05-30 09:43:37.114021,2021-05-30 09:43:40.363408,FedEx,Sitejabber
26,ReviewRow-554,FedEx sucks!,My package was suppose to be here almost 3 weeks ago. It has been send to my local post office 3 times only to not be deliverd and sent somewhere else 3 or 4 hours away. This is utterly unacceptable. I will deffinitly be looking at who ships the packages for places when i order because if they use FedEx they will NOT be getting my bussiness anymore. FedEx sucks and is getting worse by the days.,"September 2nd, 2020",1,5,Justin M.,1.0,2021-05-30 09:43:40.363408,2021-05-30 09:43:43.570077,FedEx,Sitejabber
27,ReviewRow-559,My package is sitting three days in north Hampton PA,They don't care they just use the covid for excuse not to work I'm sure they have workers but when my package goes through jersey in less then a day and stuck in PA means no one doing their job for three days yesterday I was told someone would call me today or email me neither happened from fed ex worst delivery service ever they just don't want to work and I'm sure they still don't care while my package which is needed in PA,"September 5th, 2020",1,3,Pamela S.,1.0,2021-05-30 09:43:43.570077,2021-05-30 09:43:45.782313,FedEx,Sitejabber
28,ReviewRow-305,"Fedex, worst shipping company ever","Fedex is the worst company to send a urgent letter.
I paid 150$ for 24h delivery and 100$ to have someone on the phone, many phone calls (scam) (and more money to do without the document expected in 24h). Finally it lasted 1 week with no excuse and no refund.
They told me to call after I sent a reclamation mail (for what? To pay 100$ again and have nothing? Lol)

Don't loose your time with them and take another shipping compagny.
I will put my review on other review websites to let people knows about it.","June 12th, 2020",1,7,Jul C.,1.0,2021-05-30 09:43:45.782313,2021-05-30 09:43:49.981232,FedEx,Sitejabber
29,ReviewRow-585,Worst Carrier,Fedex has been rescheduling delivery of my package for 3months now. I am supposed to go on a vacation early November and that's why I bought those things months ahead of time. And now I know I will not be receiving them till December. How do u take 1 year to deliver a package. You are a disgrace,"October 14th, 2020",1,3,Claudette T.,1.0,2021-05-30 09:43:49.981232,2021-05-30 09:43:54.191482,FedEx,Sitejabber
30,ReviewRow-549,Very Bad service,"Very fed up with service. My parcel is stuck in the Saudi custom. We sent this parcel on urgent basis, it supposed to received within 7 days. Till i did not receive even 50days passed.

Whenever Call to customer care their answer is ""its under process""","September 2nd, 2020",1,2,Niro A.,1.0,2021-05-30 09:43:54.191482,2021-05-30 09:43:58.421293,FedEx,Sitejabber
31,ReviewRow-749,Very bad I expected my package many days before and I paid $ 20 extra dollars for nothing,Very bad service I needed my package for my daughter's birthday I paid extra for it to arrive days in advance and even so it did not. It lasted many days in the same state without the package moving. When it was finally the day it was supposed to arrive it was close to my home but it didnt arrive all day. It was about 15 miles from my house and they did not deliver. Then it said that now it has to be delivered the next day before 12 o'clock which is the same thing it said yesterday. Horrible they ruined my daughter's surprise,"April 5th, 2021",1,1,Liliana T.,1.0,2021-05-30 09:43:58.421293,2021-05-30 09:44:02.693441,FedEx,Sitejabber
32,ReviewRow-698,Paid $$$ for overnight delivery; still waiting after 97 hours!,"I paid $235 to ship some space heaters overnight to my family in Texas because they ran out of propane during a freak winter storm and nobody had heaters or more propane to sell them. This is winter. It was an emergency.

97 hours later, the heaters are still sitting in Memphis! I could have driven them to Texas myself in only 25 hours. I know because I've driven that route before.

FedEx said they were delayed because of weather. Well, OK, I would have understood if they had been delivered in the evening instead of the morning, but not more than 4 days late. FedEx has been in business for a long time. It has to deal with winter weather every year. It should have this figured out by now.

BBB rates FedEx way more highly than it deserves. I will NEVER use FedEx again!","February 20th, 2021",1,2,REX F.,1.0,2021-05-30 09:44:02.693441,2021-05-30 09:44:07.426796,FedEx,Sitejabber
33,ReviewRow-770,Crap Company,"TRASH ASS COMPANY. If I could give negative stars, it's a -15. Have a order, paid for next day. Shipped Monday and said Thursday delivery(to begin, that's not even 2nd day). It's been delivered and ready for pickup AT A LOCATION NOT ACCESSIBLE TO CUSTOMERS! But I have to go there within 5 days or they ship it back. TO A PLACE IM NOT ALLOWED! Called yesterday and they said it would be today. Guess what? Still sitting at the location at noon on now Friday. CSR talking about 8pm tonight or tomorrow maybe? Maybe?
Service:1
Value:1
Shipping:1
Returns:1","April 23rd, 2021",1,2,Eric H.,1.0,2021-05-30 09:44:07.426796,2021-05-30 09:44:10.797093,FedEx,Sitejabber
34,ReviewRow-295,Slow,Extremely slow and their tracking is wishful thinking on their part! The world on Who's time? Over three days to move less than 300 miles and they might get the address right the last time they delivered something i had to search the neighbor hood at the suggestion of customer service to find my package. Frustrating to do business with them from now on i am changing my package delivery company.,"May 28th, 2020",1,5,tom r.,1.0,2021-05-30 09:44:10.797093,2021-05-30 09:44:15.129192,FedEx,Sitejabber
35,ReviewRow-748,Can't meet a delivery deadline,What has happened to FedEx? They use to be the gold standard in package delivery and with how much they change you would think that they still would be. I've been expecting a package out of Texas to Boise for three days now. Their automated system keeps telling me that the package is out for delivery in Boise only to get a message late in the day postponing the delivery for another day. My advice would be to use UPS or USPS. Avoid Fed Ex,"April 5th, 2021",1,1,Pete H.,1.0,2021-05-30 09:44:15.129192,2021-05-30 09:44:19.326127,FedEx,Sitejabber
36,ReviewRow-760,Wrong Address/poor customer service,I ordered almost $300 in cabinet handles from Home Depot. I received a message saying FedEx delivered my package to my door. My package wasn't there and I opened a case with FedEx. FedEx swore they delivered it and I was told by Home Depot to dispute with my credit card. Today a random person stopped by my house to tell me it was delivered to his house by mistake. He was kind enough to bring it over vs throwing it out/keeping it.,"April 14th, 2021",1,1,Marie I.,1.0,2021-05-30 09:44:19.326127,2021-05-30 09:44:22.647628,FedEx,Sitejabber
37,ReviewRow-547,They get your package there eventually,"I honestly don't know how fedex is still in busness. Out of all the shipping companies that I have used ups, usps, DHL, and FedEx. FedEx has to be the worst. They deliver at weird hours, and deliver a minimum of 3 days late. My packages routinely sit in shipping facilities for days before moving. The prices are ridiculous for most packages and to top it off the packages look like they went through a rock mill by the time the get to the destination.","September 1st, 2020",1,0,Tod S.,2.0,2021-05-30 09:44:22.647628,2021-05-30 09:44:25.855045,FedEx,Sitejabber
38,ReviewRow-587,HORRIBLE!,"FedEx is amazingly the worst shipping company there is. I placed an order on the 1st of the month and have yet to receive my package. Since the time that it has ""shipped"" I have gotten 3 different delivery dates. One of the dates happens to be today and still no package. Unfortunately the company where I ordered my things from has lost my business because they deal with FedEx. I don't understand how they still continue to get business. UPS would never give me the run around like this pathetic company does!","October 15th, 2020",1,3,Shenekia S.,1.0,2021-05-30 09:44:25.855045,2021-05-30 09:44:29.043470,FedEx,Sitejabber
39,ReviewRow-715,Slow service. No reason. Aggravating customer service.,My delivery from Apple was to arrive last Wednesday. Then Thursday. Then Friday. It never showed up. I asked for it to be delivered over the weekend. No. Still isn't here. Almost a week late. Even Apple hasn't found out the reason for the delay. Lousy service as far as I'm concerned. I won't use FedEx ever again.,"February 28th, 2021",1,2,Doug W.,1.0,2021-05-30 09:44:29.043470,2021-05-30 09:44:33.391569,FedEx,Sitejabber
40,ReviewRow-538,Lost,"Idiot drivers, can't read a 3 digit address, delivered my package to the wrong house, did nothing to find it. Try taking pictures where the package was left, like amazon! Wasted hours of time calling in signing complaint for NO results! Total run around! Never use fed-ex again!","August 24th, 2020",5,15,Lisa A.,1.0,2021-05-30 09:44:33.391569,2021-05-30 09:44:37.621570,FedEx,Sitejabber
41,ReviewRow-289,FedEx Left a high valued package outside my business after hours and driver even signed for me!,"FedEx driver left my package outside my business after hours and he even signed for it with my name, I have spent hours trying to reach customer service, when I finally opened a case, without any notice they just decline the claim arguing that during covid-19 drivers are ""allowed"" to just leave packages outside businesses after hours if they feel like it. It was a $499 generator that I needed for work. Great job FedEx I'll keep it in mind.","May 19th, 2020",1,6,Luis M.,1.0,2021-05-30 09:44:37.621570,2021-05-30 09:44:39.873805,FedEx,Sitejabber
42,ReviewRow-618,FedEx: Terrible customer service!,"Do not deliver during store hours. They deliver when THEY want to. Packages broken. Customer Service is non-existent. You also cannot call the Baton Rouge Fedex on Coursey. Also they have address as 10781 Coursey Boulevard in mapping programs. Their actual Address is 10781 Coursey Court. You will not find this place if you do not know the CORRECT address. They have not changed this mistake in years. I bet they do not have too many people coming into the Baton Rouge location.
Service:1
Value:1
Shipping:1
Returns:1","November 28th, 2020",2,0,Steve M.,1.0,2021-05-30 09:44:39.873805,2021-05-30 09:44:43.217185,FedEx,Sitejabber
43,ReviewRow-251,Horrible customer service and never arrives when their site says it will.,"All four shipments with them were late, we were not given an option of using another shipping service through Wayfair. All of the deliveries were rescheduled at least 3 times. Two deliveries came on separate trucks on the same day 6 hours apart. Customer service is horrible and it's obvious when you speak with them that they don't care about their customers. We asked for a package to be held at a local fedex facility after having it rescheduled 4 times and they still put it on a truck for delivery until the next business day holding up the package over the weekend and had us waiting around for 8 hours at the wrong location that it never arrived at because they don't know you can't pick up at did location over the weekend. We will not use fedex again or Wayfair if this is the only shipping option available.","March 1st, 2020",1,8,Rebecca P.,1.0,2021-05-30 09:44:43.217185,2021-05-30 09:44:46.457953,FedEx,Sitejabber
44,ReviewRow-787,FedEx Lost my package,"Spent 75.00 to ship a package that was suppose to be there on the 6th of May. Tracked the package this morning it never left TX. Besides their delivers marking packages as delivered and not delivering the packages for two days. I think they are fall off. So a package that was suppose to be delivered before the recipient leaves town will now sit on their door step for a week and a whole new case will be open. This is unacceptable FEDEX. Worst Customer service in the last month too many incidents personally and with my business.
Service:1
Value:1
Shipping:1
Returns:1","May 7th, 2021",1,1,Shanita J.,1.0,2021-05-30 09:44:46.457953,2021-05-30 09:44:48.859124,FedEx,Sitejabber
45,ReviewRow-721,Why lie about arrival of package,Why would FedEx put on the delivery site all day say it's arriving by end of day. At 615 pm they change it to read delivery pending. No date nothing. Why not just be upfront with your customers? Why lie about delivery? Tell the truth up front.,"March 3rd, 2021",4,1,Jerry S.,2.0,2021-05-30 09:44:48.859124,2021-05-30 09:44:53.099462,FedEx,Sitejabber
46,ReviewRow-524,Horrible Service!,I ordered so much acrylics from this company called Glam & Glits and received my package all destroyed and emptied. Never again am I ordering anything with Fedex. On top of it there is a delivery fee after you pay for delivery...,"August 10th, 2020",1,1,Carina M.,1.0,2021-05-30 09:44:53.099462,2021-05-30 09:44:57.284471,FedEx,Sitejabber
47,ReviewRow-628,Dishonesty about delivery,FedEx tracking indicated that a package was delivered to the customer (me) at a specific time. This is dishonest. I was not home at the time indicated. The package is nowhere to be found and there isn't any note offering a pick up option. UPS at least will provide the option of picking up at a local facility. In the past I have had more than one package at my door or sent to me that were NOT delivered to customer as the tracking information indicated.,"December 8th, 2020",1,0,Robert G.,1.0,2021-05-30 09:44:57.284471,2021-05-30 09:45:00.497653,FedEx,Sitejabber
48,ReviewRow-791,Fedex Service deteriorating to unacceptable levels,"I shipped a high-value package ($1,500) computer now in limbo. Originally supposed to be delivered 5/6/21, delivery changed to 5/10/21 (no reason given) and since 5/7 it's listed as out for delivery with 'delivery pending'.

Obviously, they have lost the package, or it has been pilfered. Stolen. I insured only for $ 900, but computer cost $1,600!

I will have to have the buyer cancel the sale, and file a claim and see if I can get anything near what it cost me. Ebay, will still probably charge me a final value fee, and I will not be able to get a credit even though the sale will be canceled.

I've been a corporate customer of FEDEX for over 30 years, and I've never seen any company's service deteriorate so much in the past year.

No packages are delivered on time, in my experience, and this is the 2nd one for me that appears to be completely lost.
Service:1
Value:1
Shipping:1
Returns:1","May 11th, 2021",1,1,Ken M.,1.0,2021-05-30 09:45:00.497653,2021-05-30 09:45:03.841005,FedEx,Sitejabber
49,ReviewRow-640,Can't get delivery right,"I ordered some items on 12/4/20. I got a message that it's on the way via FedEx! The tracking number said it was going to be delivered on Friday 12/11/20. There has been nothing but delays after delays for a week! Now it's 12/18/20, I still have not gotten my package!
But I have been seeing FedEx trucks all throughout my neighborhood!","December 18th, 2020",1,0,Yvonne J.,1.0,2021-05-30 09:45:03.841005,2021-05-30 09:45:08.247634,FedEx,Sitejabber
50,ReviewRow-725,"Worst customer service ever, 3 Days on the phone for a 4 day shipment.","FedEx lost my package of apparel just so happens to be over 200 dollars worth. This will be the last time I use FedEx for anything. Thank God they are not handling my Yeezy 450 that cost 1200. 00. When this happens the suppler automatically thinks the customer is lying, about receiving there order and wont a replacement like the handler had no part what so ever in it coming up missing. When you call FedEx customer service they just tell you what you wont to hear to get you off the phone. Never Again","March 11th, 2021",1,1,Timothy A.,1.0,2021-05-30 09:45:10.369396,2021-05-30 09:45:12.707937,FedEx,Sitejabber
51,ReviewRow-726,"If the fedex driver can't find it, (because Siri didn't tell him where to go) it must be a wrong add","UPS never failed to find my residence. I've even received calls for guidance. If fedex can't find it they'll report back to shipper that it's a wrong address when it's not. No calls, no notification, no anything except WRONG ADDRESS because the driver can't find his@$$ with both hands. And apparently their management will back them.
Service:1
Value:1
Shipping:1
Returns:1","March 11th, 2021",1,2,Eric B.,1.0,2021-05-30 09:45:12.707937,2021-05-30 09:45:17.147141,FedEx,Sitejabber
52,ReviewRow-732,The worst customer service,"This company is insane. They handle your items with no respect and when they loose it (which they do a lot), they are not even sorry. They have no information on where the package is coming from, where or who lost it, they just told me they cant they cant track it anymore and basically, I am on my own. Save your money and never ever deal with this absurdity
Service:1
Value:1
Shipping:1
Returns:1","March 22nd, 2021",1,1,Faizah Z.,1.0,2021-05-30 09:45:17.147141,2021-05-30 09:45:19.527240,FedEx,Sitejabber
53,ReviewRow-780,You don't get what you pay for!,"Sender pays for next day delivery with Saturday delivery. Package arrives in my town at 4pm on Friday; FedEx decides not to deliver until Monday! They have my package & the power. Package needs refrigeration, but it's sitting in a truck 10 miles from me in 90 degree weather! Phone call to them results in ‘sorry' but no way for me to go pick up my package!","May 3rd, 2021",1,0,Maureen B.,1.0,2021-05-30 09:45:19.527240,2021-05-30 09:45:22.859507,FedEx,Sitejabber
54,ReviewRow-535,"Unreliable, incompetent",They don't care about your package. They will leave it at the wrong address. They will not bother to pick it up if it was left at the wrong address. The driver and the customer service will lie that it is delivered. I do not trust fedex with any package and will avoid business with them indefinitely. Ask the companies you buy from if they ship with fedex or else your package and money are gone. Scam.,"August 20th, 2020",1,4,Louis M.,1.0,2021-05-30 09:45:22.859507,2021-05-30 09:45:26.072285,FedEx,Sitejabber
55,ReviewRow-528,The worst delivery service,"I have never used a delivery service with such terrible delivery time. I ordered a new skate board last tuesday and the tracking said it would be there on Friday. I thought great, but then they switched it too Sunday due to weather. I thought that is fine, still decently quick. But then they switched it to Monday, then Tuesday on until Thursday whereas this point im not even sure if i will get my package and im just worried that i wasted 56 dollars. Its incredible how even though it came from Florida, Which is a 11h drive to where i live, becomes over a week to deliver. Its complete nonsense.","August 13th, 2020",1,0,Griffin Y.,1.0,2021-05-30 09:45:26.072285,2021-05-30 09:45:29.311029,FedEx,Sitejabber
